How does the 'planar' form of $IgM$ differ from the 'staple' form in complement activation?,"The 'staple' form, adopted upon binding to an antigen, exposes the $Fc$ binding sites for $C1q$."
What is the byproduct of the reaction where Factor $D$ cleaves Factor $B$?,The $Ba$ fragment
Which complement fragment helps clear 'apoptotic cells' from the organism?,$C1q$ (and opsonins like $C3b$).
How do $C3a$ and $C5a$ increase vascular permeability?,By inducing mast cell degranulation and the release of histamine.
What is the functional result of $C3b$ binding to a 'C-receptor' on a neutrophil?,Enhanced phagocytosis
Which pathway uses $MASP1$ and $MASP2$?,The Lectin (MBL) pathway
"In the Classical pathway, which molecule acts as the 'activator' of $C1r$?",A conformational change in $C1q$ after binding to an antibody.
Which complement deficiency is specifically linked to an increased risk of Neisserial meningitis?,Terminal pathway components ($C5-C9$) or Properdin.
What is the primary role of the complement system in the 'Disposal system' of the body?,Clearance of immune complexes and apoptotic cells.
The complement system is described as a 'cascade' because _____.,The activation of one protein leads to the sequential proteolytic activation of the next.
